Initial Clause,Final Clause,Status
"O presente Acordo não representa compromisso relativo à efetivação de qualquer operação ou realização de uma transação, ficando as Partes desobrigadas de prosseguir a qualquer tempo, sem que isso represente qualquer direito indenizatório ou remuneratório em favor das demais Partes.","O presente Acordo não representa compromisso relativo à efetivação de qualquer operação ou realização de uma transação, ficando as Partes desobrigadas de prosseguir a qualquer tempo, sem que isso represente qualquer direito indenizatório ou remuneratório em favor das demais Partes.",equal
"O presente Acordo é celebrado com fundamento nos antecedentes constantes da cláusula II e, portanto, sua intepretação, extra ou judicialmente, deverá sempre levar em consideração os mencionados antecedentes.","O presente Acordo é celebrado com fundamento nos antecedentes constantes da cláusula II e, portanto, sua intepretação, extra ou judicialmente, deverá sempre levar em consideração os mencionados antecedentes.",equal
"As Partes expressamente reconhecem que as obrigações de fazer ou não fazer decorrentes do presente Acordo podem ser objeto de execução específica, nos termos do art. 814 e seguintes do Código de Processo Civil.",,deleted
"O presente Instrumento Particular de Acordo de Confidencialidade representa a vontade atual das Partes acerca do seu objeto, prevalecendo sobre quaisquer outros documentos firmados anteriormente, os quais ora são substituídos pelas cláusulas e condições no presente Acordo avençadas.","Resolvem celebrar o presente Instrumento Particular de Acordo de Confidencialidade (""Acordo""), mediante as seguintes cláusulas e condições, às quais se obrigam por si e seus sucessores a qualquer título.",changed
"As Partes assinam o presente Acordo em forma eletrônica, com base na boa-fé, aceitação e sua vontade livre, pessoalmente e/ou representadas por seus representantes legais, nos termos dos seus atos constitutivos e documentos sociais, e expressamente admitem e concordam em sempre reconhecer como válidas, executáveis e vigentes para todos os fins legais as respectivas assinaturas em forma eletrônica, realizadas com certificado digital das Partes (ICP-Brasil) e/ou em plataformas de assinatura eletrônica conformes com a MP2200-2.","As Partes assinam o presente Acordo em forma eletrônica, com base na boa-fé, aceitação e sua vontade livre, representadas por seus representantes legais, nos termos dos seus atos constitutivos e documentos sociais, e expressamente admitem e concordam em sempre reconhecer como válidas, executáveis e vigentes para todos os fins legais as respectivas assinaturas em forma eletrônica, realizadas em plataformas de assinatura eletrônica conformes com a MP2200-2. Será considerada a data de assinatura deste Acordo, bem como o local de assinatura, para todos os fins e efeitos, a data e local indicados abaixo, independentemente da data e local em que as assinaturas eletrônicas forem implementadas.",changed
As Partes expressamente reconhecem que os endereços eletrônicos mencionados nas respectivas qualificações constantes do preâmbulo do presente Acordo são válidos e eficazes para fins de obtenção e validação das respectivas assinaturas eletrônicas apostas neste instrumento.,As Partes expressamente reconhecem que os endereços eletrônicos mencionados nas respectivas qualificações constantes do preâmbulo do presente Acordo são válidos e eficazes para fins de obtenção e validação das respectivas assinaturas eletrônicas apostas neste instrumento.,equal
"O Acordo será interpretado e regido de acordo com as leis do Brasil e as Partes elegem o Foro Central da Comarca da Região Metropolitana de Curitiba (PR) para dirimir qualquer controvérsia oriunda do Acordo, com renúncia de qualquer outro, por mais privilegiado que possa se apresentar.","O Acordo será interpretado e regido de acordo com as leis do Brasil e as Partes elegem o foro Central da Comarca da Região Metropolitana do Rio de Janeiro para dirimir qualquer controvérsia oriunda do Acordo, com renúncia de qualquer outro, por mais privilegiado que possa se apresentar.",changed
"E, por estarem justas e acordadas, as Partes assinam o presente Acordo, juntamente com duas (2) testemunhas.","E, por estarem justas e acordadas, as Partes assinam o presente Acordo, juntamente com duas (2) testemunhas.",equal
,"Considerando que a Parte Receptora tem interesse em analisar a possibilidade de investimento na Potencial Transação, para fundos de investimento sob gestão da Parte Receptora;",added
,"Este Acordo não assegura qualquer direito de exclusividade às Partes em relação a uma eventual transação comercial entre elas ou entre a Parte Receptora e outras entidades participantes da Potencial Transação, bem como não limita o direito das Partes de analisar, discutir, negociar ou celebrar qualquer contrato ou negócio com quaisquer terceiros.",added
,"Para fins deste Acordo, “Representantes” de uma Parte são os sócios, administradores, diretores, gerentes, membros de conselhos ou comitês ou de quaisquer órgãos consultivos, representantes, dirigentes, procuradores, empregados, subcontratados ou consultores, presentes ou futuros (incluindo, sem qualquer limitação, advogados, contadores, consultores financeiros, auditores, etc.), pessoas físicas ou jurídicas, da Parte e/ou de uma Afiliada da Parte, sendo certo que apenas serão considerados Representantes aqueles que efetivamente recebam ou forneçam acesso à Informação Confidencial e/ou que estejam diretamente envolvidos na análise da Potencial Transação.",added
,tiverem a sua divulgação autorizada pela Parte Reveladora à Parte Receptora.,added
,"A obrigação de que trata a cláusula 8.1 não será aplicável na medida em que a manutenção das Informações Confidenciais seja exigida por determinação legal, regulatória e/ou de compliance, ou quando a destruição não for possível devido a arquivamento eletrônico não destruível e/ou backups automáticos da Parte Receptora, sendo que, neste caso, a Parte Receptora ficará obrigada a manter a confidencialidade sobre as Informações Confidenciais, nos termos aqui previstos.",added
,Do inadimplemento,added
,"Em caso de descumprimento do presente Acordo pela Parte Receptora, a Parte Receptora irá indenizar a Parte Reveladora pelos danos direta e comprovadamente incorridos pela Parte Reveladora, devidamente apurados sem sentença judicial transitada em julgado.",added
,"Na hipótese de a Parte Receptora não possuir mais interesse na análise da Potencial Transação e no recebimento das Informações Confidenciais, esta poderá notificar a Parte Reveladora por escrito, a fim de suspender a divulgação de Informações Confidenciais pela Parte Reveladora à Parte Receptora.",added
,"As Partes reconhecem que a assinatura do presente Acordo não impede que gestoras de recursos relacionadas à Parte Receptora possam vir a negociar quaisquer valores mobiliários, nos mercados organizados para clientes e fundos de investimento que estejam sob gestão, no curso normal dos seus negócios.",added
ACORDO DE CONFIDENCIALIDADE,ACORDO DE CONFIDENCIALIDADE,equal
CONSIDERANDO QUE:,CONSIDERANDO QUE:,equal
A Parte Divulgadora e a Parte Receptora iniciarão tratativas comerciais com o escopo de eventualmente realizarem uma possível operação por meio da qual a Parte Receptora adquirirá até 100% (cem por cento) da participação no capital social da Parte Divulgadora e/ou realizará investimentos em sociedades ou unidades de negócio do mesmo grupo econômico na Parte Divulgadora (“Operação”);,"A Parte Receptora tem interesse em analisar a possibilidade de realização, por fundos de investimento sob gestão da Parte Receptora, de uma eventual operação consistente na aquisição de até 100% (cem por cento) da participação no capital social da Parte Divulgadora e/ou na realização de investimentos em sociedades ou unidades de negócio do mesmo grupo econômico na Parte Divulgadora (“Operação”);",changed
"Para fins de análise da Operação, a Parte Divulgadora disponibilizará certas Informações Confidenciais (conforme definido abaixo) à Parte Receptora, incluindo, mas não se limitando, informações referentes à Parte Divulgadora e a outras sociedades ou unidades de negócio do mesmo grupo econômico que serão avaliadas no âmbito da Operação (em conjunto com a Parte Divulgadora, “Sociedades-Alvo”); e","Para fins de análise da Operação, a Parte Divulgadora disponibilizará certas Informações Confidenciais (conforme definido abaixo) à Parte Receptora, incluindo, mas não se limitando, informações referentes à Parte Divulgadora e a outras sociedades ou unidades de negócio do mesmo grupo econômico da Parte Divulgadora que serão avaliadas no âmbito da Operação (em conjunto com a Parte Divulgadora, “Sociedades-Alvo”); e",equal
"As Partes desejam acordar os termos e condições sobre as quais tais informações serão reveladas pela Parte Divulgadora e tratadas pela Parte Receptora,",As Partes desejam acordar os termos e condições sobre as quais tais informações serão reveladas pela Parte Divulgadora e tratadas pela Parte Receptora.,changed
"ASSIM, as Partes concordam em celebrar o presente ACORDO DE CONFIDENCIALIDADE (“Acordo”), que será regido e interpretado de acordo com as seguintes cláusulas e condições:","ASSIM, as Partes concordam em celebrar o presente ACORDO DE CONFIDENCIALIDADE (“Acordo”), que será regido e interpretado de acordo com as seguintes cláusulas e condições:",equal
Objeto,Objeto,equal
"Nos termos aqui estabelecidos, a Parte Receptora concorda em manter as Informações Confidenciais, fornecidas pela Parte Divulgadora à Parte Receptora, em sigilo, e a não divulgar toda ou qualquer parte das Informações Confidenciais para quaisquer terceiros ou utilizar as Informações Confidenciais para qualquer outra finalidade que não exclusivamente a analisar e avaliar a oportunidade de negócio apresentada pela Parte Divulgadora, exceto se permitido por este Acordo ou com o consentimento prévio e por escrito da Parte Divulgadora.","Nos termos aqui estabelecidos, a Parte Receptora concorda em manter as Informações Confidenciais, fornecidas pela Parte Divulgadora à Parte Receptora, em sigilo, e a não divulgar toda ou qualquer parte das Informações Confidenciais para quaisquer terceiros ou utilizar as Informações Confidenciais para qualquer outra finalidade que não exclusivamente a análise e avaliação da Operação, exceto se permitido por este Acordo ou com o consentimento prévio e por escrito da Parte Divulgadora.",changed
Informações Confidenciais,Informações Confidenciais,equal
"Para os fins deste Acordo, “Informação Confidencial” significa toda e qualquer informação, documento, dado, projeto, estudo, relatório, descrição técnica, correspondência e/ou design, fornecida pela Parte Divulgadora, seus acionistas, subsidiárias ou afiliadas, direta ou indiretamente à Parte Receptora de natureza técnica, comercial, administrativa, industrial, operacional, econômica, financeira, contábil, jurídica, mercadológica, regulatória ou de qualquer outra natureza, relativa às Sociedades-Alvo, a qualquer de seus Representantes (conforme definido abaixo) ou à Operação, anteriormente ou posteriormente à assinatura deste Acordo, pela Parte Divulgadora à Parte Receptora, de forma verbal ou escrita (incluindo por meio eletrônico).","Para os fins deste Acordo, “Informação Confidencial” significa toda e qualquer informação, documento, dado, projeto, estudo, relatório, descrição técnica, correspondência e/ou design que, de modo geral, não seja de conhecimento público, e possua natureza técnica, comercial, administrativa, industrial, operacional, econômica, financeira, contábil, jurídica, mercadológica, regulatória ou qualquer outra natureza, relativo às Sociedades-Alvo ou à Operação, fornecido pela, ou em nome da, Parte Divulgadora à Parte Receptora posteriormente à assinatura deste Acordo, de forma verbal ou escrita (incluindo por meio eletrônico), e independentemente se identificado como confidencial ou não.",changed
"Qualquer informação ou documento fornecido pela Parte Divulgadora à Parte Receptora será considerado como Informação Confidencial, sem que a Parte Divulgadora tenha qualquer obrigação de identificar a natureza confidencial de tal informação.","Toda e qualquer Informação Confidencial e/ou material que contenha Informação Confidencial são de única e exclusiva propriedade da Parte Divulgadora. A Parte Receptora deve, quando requerido pela Parte Divulgadora, devolver ou destruir todos os originais e cópias de Informação Confidencial da Parte Divulgadora e/ou qualquer material que contenha tal Informação Confidencial.",changed
"O fato de as Partes estarem em tratativas comerciais, ou mesmo o fato de terem assinado este Acordo, também são considerados como Informações Confidenciais, exceto se as Partes expressamente convencionarem de forma contrária.","O fato de as Partes estarem considerando a realização da Operação, ou mesmo o fato de terem assinado este Acordo, também são considerados como Informações Confidenciais para fins deste Acordo.",changed
Não se configuram como Informação Confidencial as informações ou documentos que:,Não se configuram como Informação Confidencial as informações ou documentos que:,equal
sejam ou venham a se tornar disponíveis ao público de outra forma que não por descumprimento deste Acordo ou de qualquer outra obrigação de confidencialidade;,sejam ou venham a se tornar disponíveis ao público de outra forma que não por descumprimento deste Acordo;,changed
"sejam ou venham a se tornar de conhecimento da, ou disponíveis à Parte Receptora em caráter não confidencial, por fonte que não se encontre obrigada a não revelar tais informações;","sejam ou venham a se tornar de conhecimento da, ou disponíveis à, Parte Receptora em caráter não confidencial, por fonte que, no conhecimento da Parte Receptora, não se encontre obrigada a não revelar tais informações;",equal
"tenham sido obtidas legalmente junto a qualquer repartição pública ou órgão governamental, seja federal, estadual ou municipal;","tenham sido obtidas legalmente junto a qualquer repartição pública ou órgão governamental, seja federal, estadual ou municipal;",equal
venham ser disponibilizadas ao público pela própria Parte Divulgadora;,venham a ser disponibilizadas ao público pela própria Parte Divulgadora;,equal
já sejam informações públicas na data de assinatura deste Acordo; ou,já sejam informações públicas na data de assinatura deste Acordo;,changed
tenham sido desenvolvidas pela Receptora independentemente de qualquer Informação Confidencial.,tenham sido desenvolvidas pela Parte Receptora independentemente de qualquer Informação Confidencial; ou,changed
Restrições de Uso,Restrições de Uso,equal
"A Parte Receptora deverá usar a Informação Confidencial da Parte Divulgadora estritamente para sua avaliação em relação à Operação, a fim de fundamentar a sua decisão de participação na Operação.","A Parte Receptora deverá usar a Informação Confidencial da Parte Divulgadora estritamente para sua avaliação em relação à Operação, sendo vedado qualquer uso de Informação Confidencial pela Parte Receptora com finalidade distinta da disposta nesta Cláusula 3.1.",changed
"Fica, desde já, expressamente vedado o uso de Informação Confidencial pela Parte Receptora com a finalidade de assediar, direta ou indiretamente, inclusive por meio de intermediários, quaisquer clientes da Parte Divulgadora, sem o consentimento expresso e por escrito da Parte Divulgadora.","Ficam desde já expressamente vedados quaisquer contatos, tratativas ou quaisquer formas de comunicação conduzidos pela Parte Receptora com quaisquer Sociedades-Alvo para fins de realização da Operação, sem o consentimento expresso e por escrito da Parte Divulgadora.",changed
"Ficam desde já expressamente vedados quaisquer contatos, tratativas ou quaisquer formas de comunicação conduzidos, direta ou indiretamente, inclusive por meio de intermediários, pela Parte Receptora com quaisquer Sociedades-Alvo ou suas afiliadas ou coligadas para fins de realização de negócio similar à Operação, sem o consentimento expresso e por escrito da Parte Divulgadora.","Ficam desde já expressamente vedados quaisquer contatos, tratativas ou quaisquer formas de comunicação conduzidos pela Parte Receptora com quaisquer Sociedades-Alvo para fins de realização da Operação, sem o consentimento expresso e por escrito da Parte Divulgadora.",changed
Declarações,Declarações,equal
"As Partes acordam que a violação deste Acordo por uso não autorizado ou impróprio das Informações Confidenciais pela Parte Receptora causarão perdas e danos à Parte Divulgadora difíceis de serem reparados. Portanto, a Parte Divulgadora é a legitima titular do direito de buscar as vias judiciais, inclusive medidas cautelares e liminares que considere apropriadas para defender seus direitos a fim de minimizar quaisquer danos causados pela divulgação não autorizada de Informações Confidenciais.","As Partes acordam que a violação deste Acordo pela Parte Receptora poderá causar perdas e danos à Parte Divulgadora difíceis de serem reparados. Portanto, a Parte Divulgadora é a legitima titular do direito de buscar as vias judiciais, inclusive medidas cautelares e liminares que considere apropriadas para defender seus direitos a fim de minimizar quaisquer danos causados pela divulgação de Informações Confidenciais em violação a este Acordo, nos termos da Cláusula 4.2 abaixo.",changed
"As Partes acordam que todas as Informações Confidenciais fornecidas à Parte Receptora nos termos deste Acordo serão fornecidas sem qualquer declaração ou garantia, expressa ou implícita, quanto à exatidão, veracidade ou outras características de tais informações, e nem garantem a consumação da Operação ou a participação pela Parte Receptora, direta ou indiretamente, em qualquer investimento realizado pela Parte Divulgadora nas Sociedades-Alvo. Desta forma, até que um documento definitivo por escrito formalizando a Operação venha a ser celebrado, este Acordo não cria para as Partes qualquer obrigação de qualquer natureza com relação à Operação, exceto com relação às questões de confidencialidade especificamente tratadas neste Acordo.","As Partes acordam que todas as Informações Confidenciais fornecidas à Parte Receptora nos termos deste Acordo serão fornecidas sem qualquer declaração ou garantia, expressa ou implícita, quanto à exatidão, veracidade ou outras características de tais informações, e nem garantem a consumação da Operação ou a participação pela Parte Receptora em qualquer investimento envolvendo as Sociedades-Alvo. Desta forma, até que um documento definitivo por escrito formalizando a Operação venha a ser celebrado, este Acordo não cria para as Partes qualquer obrigação de qualquer natureza com relação à Operação, exceto com relação às questões de confidencialidade especificamente tratadas neste Acordo.",changed
"A Parte Divulgadora poderá, a qualquer momento, encerrar as discussões e negociações com a Parte Receptora, bem como negociar o objeto da Operação envolvendo as Sociedades-Alvo com quaisquer outras pessoas a seu exclusivo critério, sem necessidade de prévio consentimento da ou mesmo aviso à Parte Receptora, mantendo-se, contudo, a obrigatoriedade de respeito ao sigilo decorrente do presente Acordo.","A Parte Divulgadora poderá, a qualquer momento, encerrar as discussões e negociações com a Parte Receptora, bem como negociar o objeto da Operação envolvendo as Sociedades-Alvo com quaisquer outras pessoas a seu exclusivo critério, sem necessidade de prévio consentimento da ou mesmo aviso à Parte Receptora, mantendo-se, contudo, a obrigatoriedade de respeito ao sigilo decorrente do presente Acordo.",equal
Divulgações Permitidas,Divulgações Permitidas,equal
"A Parte Receptora poderá disponibilizar Informação Confidencial a qualquer Representante (conforme abaixo definido), na medida do necessário para fins de avaliação da Operação, sendo que tal Representante estará igualmente obrigado a manter a Informação Confidencial em sigilo e deverá declarar conhecimento da natureza confidencial da Informação Confidencial. Não obstante tal declaração, a Parte Receptora assume a responsabilidade pelo uso da Informação Confidencial por cada um de seus Representantes, obrigando-se a colher os respectivos termos/acordos de sigilo e confidencialidade daqueles a quem as Informações Confidenciais sejam divulgadas, responsabilizando-se diretamente pelos descumprimentos decorrentes de atos de seus Representantes. “Representante” significa, em relação a qualquer das Partes, seja no presente ou no futuro, seus sócios ou acionistas controladores, empregados, conselheiros, diretores, contratados, subcontratados, assessores, consultores, representantes legais, procuradores, contadores, auditores e afiliadas, bem como os sócios ou acionistas controladores, empregados, conselheiros, diretores, contratados, subcontratados, assessores, consultores, representantes legais, procuradores, contadores e auditores de tais afiliadas.","A Parte Receptora poderá disponibilizar Informação Confidencial a qualquer Representante (conforme abaixo definido), na medida do necessário para fins de avaliação da Operação, sendo que tal Representante deverá ser informado da natureza confidencial da Informação Confidencial e deverá estar vinculado a obrigações de confidencialidade perante a Parte Receptora ao menos tão estritas quanto as estabelecidas neste Acordo. A Parte Receptora assume a responsabilidade pelo uso da Informação Confidencial por cada um de seus Representantes, responsabilizando-se diretamente pelos descumprimentos decorrentes de atos de seus Representantes.",changed
Divulgações Obrigatórias [],Divulgações Obrigatórias,changed
"A Parte Receptora poderá divulgar Informação Confidencial se requerido por determinação judicial, arbitral ou administrativa (“Ordem”), devendo, no entanto, e na medida em que não seja proibida por tal Ordem, notificar a Parte Divulgadora tão logo quanto possível, mas nunca em mais de 24 (vinte e quatro) horas, sobre o recebimento da Ordem solicitando Informação Confidencial, para que a Parte Divulgadora, na medida do possível, possa obter uma medida judicial preventiva. Caso não seja possível obter uma medida judicial que impeça a divulgação da Informação Confidencial pela Parte Receptora, a Parte Receptora poderá transferir à autoridade judicial competente somente a informação que julgar necessária para o cumprimento da Ordem, conforme parecer de seus advogados.","A Parte Receptora poderá divulgar Informação Confidencial se requerido por lei, regulamentação ou determinação judicial, arbitral ou administrativa (“Ordem”), devendo, no entanto, e na medida em que não seja proibida por tal Ordem, notificar a Parte Divulgadora sobre o recebimento da Ordem solicitando Informação Confidencial, para que a Parte Divulgadora, na medida do possível e a seu exclusivo custo, possa obter uma medida judicial preventiva. Caso não seja possível obter uma medida judicial que impeça a divulgação da Informação Confidencial pela Parte Receptora, a Parte Receptora poderá divulgar à autoridade judicial, arbitral ou administrativa competente somente a parcela de Informação Confidencial que julgar necessária para o cumprimento da Ordem.",changed
Propriedade da Informação Confidencial,Propriedade da Informação Confidencial,equal
"Toda e qualquer Informação Confidencial e/ou material relacionado ou oriundo de Informação Confidencial são de única e exclusiva propriedade da Parte Divulgadora. A Parte Receptora deve, quando requerido pela Parte Divulgadora, devolver ou destruir todos os originais e cópias de Informação Confidencial da Parte Divulgadora e/ou qualquer material relacionado ou derivado de tal Informação Confidencial no prazo de 5 (cinco) dias a contar da respectiva solicitação.","Toda e qualquer Informação Confidencial e/ou material que contenha Informação Confidencial são de única e exclusiva propriedade da Parte Divulgadora. A Parte Receptora deve, quando requerido pela Parte Divulgadora, devolver ou destruir todos os originais e cópias de Informação Confidencial da Parte Divulgadora e/ou qualquer material que contenha tal Informação Confidencial.",changed
Vigência,Vigência,equal
"Este Acordo entra em vigor na data de sua assinatura, conforme abaixo indicada, e permanecerá em vigor pelo período de 03 (três) anos contados a partir da data de assinatura.","Este Acordo entra em vigor na data de sua assinatura, conforme abaixo indicada, e permanecerá em vigor pelo período de 02 (dois) anos contados a partir da data de assinatura.",changed
Lei de Regência e Solução de Controvérsias,Lei de Regência e Solução de Controvérsias,equal
"O presente Acordo será regido e interpretado de acordo com as Leis da República Federativa do Brasil. As Partes elegem o foro da cidade de São Paulo, Estado de São Paulo, para dirimir quaisquer conflitos decorrentes do presente Acordo, em detrimento de qualquer outro foro por mais privilegiado que seja.","O presente Acordo será regido e interpretado de acordo com as Leis da República Federativa do Brasil. As Partes elegem o foro da cidade do Rio de Janeiro, Estado do Rio de Janeiro, para dirimir quaisquer conflitos decorrentes do presente Acordo, em detrimento de qualquer outro foro por mais privilegiado que seja.",changed
Disposições Gerais,Disposições Gerais,equal
Custos,Custos,equal
"As Partes serão responsáveis por seus respectivos encargos operacionais, fixos e/ou variáveis, ou qualquer outro encargo decorrente do presente Acordo, para que o exercício de todos os direitos e cumprimento de todas as obrigações previstos neste Acordo seja possível, incluindo, mas não se limitando a, tributos, encargos trabalhistas, sociais, acidentários e previdenciários referentes a seus empregados, e honorários advocatícios.","As Partes serão responsáveis por seus respectivos encargos operacionais, fixos e/ou variáveis, ou qualquer outro encargo decorrente do presente Acordo, para que o exercício de todos os direitos e cumprimento de todas as obrigações previstos neste Acordo seja possível, incluindo, mas não se limitando a, tributos, encargos trabalhistas, sociais, acidentários e previdenciários referentes a seus empregados, e honorários advocatícios.",equal
Notificações,Notificações,equal
"Todos os avisos, notificações ou comunicações relativas a este Acordo, bem como comunicações envolvendo as Partes deverão ser enviados por carta ou e-mail, com aviso de recebimento, ou qualquer outro meio, com protocolo, nos endereços a seguir indicados:","Todos os avisos, notificações ou comunicações relativas a este Acordo, bem como comunicações envolvendo as Partes deverão ser enviados por carta ou e-mail, com aviso de recebimento, ou qualquer outro meio, com protocolo, nos endereços a seguir indicados:",equal
Mudança de Informações de Contato,Mudança de Informações de Contato,equal
"A mudança de destinatário, de endereço ou de qualquer das informações acima indicadas deve ser prontamente comunicada por escrito à outra Parte, sendo que, caso a referida comunicação deixar de ser realizada, qualquer aviso ou comunicação entregue aos destinatários ou nos endereços acima indicados será considerado como tendo sido regularmente feito e recebido. Para fins desta Cláusula, a Parte Divulgadora deve ser considerada como apenas uma Parte.","A mudança de destinatário, de endereço ou de qualquer das informações acima indicadas deve ser prontamente comunicada por escrito à outra Parte, sendo que, caso a referida comunicação deixar de ser realizada, qualquer aviso ou comunicação entregue aos destinatários ou nos endereços acima indicados será considerado como tendo sido regularmente feito e recebido.",changed
Acordo Integral,Acordo Integral,equal
"As Partes declaram que este Acordo representa integralmente o acordo entre as Partes acerca da confidencialidade da Informação Confidencial, superando qualquer outro entendimento, verbal ou escrito, celebrado entre as Partes. Toda e qualquer alteração deste Acordo somente vinculará as Partes se feita por escrito e assinadas por todas as Partes.","As Partes declaram que este Acordo representa integralmente o acordo entre as Partes acerca da confidencialidade da Informação Confidencial, superando qualquer outro entendimento, verbal ou escrito, celebrado entre as Partes. Toda e qualquer alteração deste Acordo somente vinculará as Partes se feita por escrito e assinadas por todas as Partes.",equal
Cessão,Cessão,equal
"As Partes obrigam-se por si, seus herdeiros e sucessores, ao fiel cumprimento deste Acordo. Nenhuma das Partes poderá ceder ou transferir qualquer dos direitos ou obrigações decorrentes deste Acordo sem o prévio e expresso consentimento por escrito das outras Partes.","As Partes obrigam-se por si, seus herdeiros e sucessores, ao fiel cumprimento deste Acordo. Nenhuma das Partes poderá ceder ou transferir qualquer dos direitos ou obrigações decorrentes deste Acordo sem o prévio e expresso consentimento por escrito da outra Parte.",equal
Independência das Disposições,Independência das Disposições,equal
"A eventual declaração de invalidade, ilegalidade, nulidade, anulabilidade ou inexequibilidade de qualquer dispositivo deste Acordo não afetará as demais disposições aqui estipuladas, que permanecerão em pleno vigor e efeito.","A eventual declaração de invalidade, ilegalidade, nulidade, anulabilidade ou inexequibilidade de qualquer dispositivo deste Acordo não afetará as demais disposições aqui estipuladas, que permanecerão em pleno vigor e efeito.",equal
Renúncia,Renúncia,equal
"A demora em tomar qualquer providência contra uma infração deste Acordo, ou a falha por qualquer das Partes no exercício de qualquer direito previsto neste Acordo, em hipótese alguma constituirá uma novação ou renúncia a qualquer direito, presente ou futuro, que possua referida Parte.","A demora em tomar qualquer providência contra uma infração deste Acordo, ou a falha por qualquer das Partes no exercício de qualquer direito previsto neste Acordo, em hipótese alguma constituirá uma novação ou renúncia a qualquer direito, presente ou futuro, que possua referida Parte.",equal
Assinatura Eletrônica,Assinatura Eletrônica,equal
"As partes reconhecem a veracidade, autenticidade, integridade, validade e eficácia deste Acordo e de seus termos, nos moldes do artigo 219 da Lei nº 10.406/2002 (o “Código Civil”), em formato eletrônico e/ou assinado pelas partes por meio de certificados eletrônicos, ainda que sejam certificados eletrônicos não emitidos pela ICP-Brasil (sendo certo que quaisquer de tais certificados será suficiente para comprovar a veracidade, autenticidade, integridade, validade e eficácia deste Acordo e de seus termos, bem como a respectiva vinculação das partes às suas disposições), nos termos do artigo 10, parágrafo segundo, da Medida Provisória nº 2.220-2/2001 (a “MP nº 2.220-2”), como, por exemplo, por meio do upload e existência deste Acordo, bem como a aposição das respectivas assinaturas eletrônicas neste Acordo, na plataforma DocuSign (https://account.docusign.com/) quando enviadas para os endereços de e-mail citados nas suas qualificações do presente documento. Nos termos do artigo 220 do Código Civil, as partes expressamente anuem e autorizam que, eventualmente, as assinaturas das partes não precisem necessariamente ser apostas na mesma página de assinaturas.","As Partes reconhecem a veracidade, autenticidade, integridade, validade e eficácia deste Acordo e de seus termos, nos moldes do artigo 219 da Lei nº 10.406/2002 (o “Código Civil”), em formato eletrônico e/ou assinado pelas partes por meio de certificados eletrônicos, ainda que sejam certificados eletrônicos não emitidos pela ICP-Brasil (sendo certo que quaisquer de tais certificados será suficiente para comprovar a veracidade, autenticidade, integridade, validade e eficácia deste Acordo e de seus termos, bem como a respectiva vinculação das partes às suas disposições), nos termos do artigo 10, parágrafo segundo, da Medida Provisória nº 2.220-2/2001 (a “MP nº 2.220-2”), como, por exemplo, por meio do upload e existência deste Acordo, bem como a aposição das respectivas assinaturas eletrônicas neste Acordo, na plataforma DocuSign (https://account.docusign.com/) quando enviadas para os endereços de e-mail dos representantes legais das Partes. Nos termos do artigo 220 do Código Civil, as Partes expressamente anuem e autorizam que, eventualmente, as assinaturas das Partes não precisem necessariamente ser apostas na mesma página de assinaturas.",equal
"As partes renunciam à possibilidade de exigir a troca, envio ou entrega das vias originais (não-eletrônicas) assinadas, bem como renunciam ao direito de recusar ou contestar a validade das assinaturas eletrônicas, na medida máxima permitida pela legislação aplicável.","As Partes renunciam à possibilidade de exigir a troca, envio ou entrega das vias originais (não-eletrônicas) assinadas, bem como renunciam ao direito de recusar ou contestar a validade das assinaturas eletrônicas, na medida máxima permitida pela legislação aplicável.",equal
,tenham a sua divulgação autorizada pela Parte Divulgadora à Parte Receptora.,added
,"Em caso de descumprimento do deste Acordo pela Parte Receptora, a Parte Receptora ficará sujeita a indenizar a Parte Divulgadora pelos danos direta e comprovadamente incorridos pela Parte Divulgadora, devidamente apurados em decisão judicial transitada em julgado.",added
,"As Partes reconhecem que a assinatura do presente Acordo não impede que gestoras de recursos relacionadas à Parte Receptora possam vir a negociar quaisquer valores mobiliários, nos mercados organizados para clientes e fundos de investimento que estejam sob gestão, no curso normal dos seus negócios.",added
,"Este Acordo não assegura qualquer direito de exclusividade às Partes em relação a uma eventual transação comercial entre elas ou entre a Parte Receptora e outras entidades participantes da Operação, bem como não limita o direito das Partes de analisar, discutir, negociar ou celebrar qualquer contrato ou negócio com quaisquer terceiros.",added
,"“Representante” significa, em relação a uma Parte, seja no presente ou no futuro, os sócios ou acionistas, empregados, membros de conselhos ou comitês ou de quaisquer órgãos consultivos, diretores, gerentes, dirigentes, contratados, subcontratados, assessores, consultores, representantes legais, procuradores, contadores, auditores, pessoas físicas ou jurídicas, da Parte e/ou de uma Afiliada (conforme abaixo definido) da Parte, sendo certo que, para os fins deste Acordo, apenas serão considerados Representantes aqueles que efetivamente recebam ou forneçam acesso à Informação Confidencial e/ou que estejam diretamente envolvidos na Operação.",added
,"“Afiliada” de uma Parte significa: (i) qualquer pessoa jurídica que, na data deste Acordo ou a qualquer momento após a data deste Acordo, seja Controlada por, seja Controladora da, ou esteja sob Controle ou influência significativa comum, direta ou indiretamente, com a primeira, sendo que para fins deste Acordo, os termos “Controle”, “Controlada” e “Controladora” têm o significado que lhes é atribuído pelo artigo 116 da Lei nº 6.404/76; bem como significa (ii) qualquer fundo de investimento que seja gerido com poderes discricionários de investimento pela respectiva Parte; e qualquer outro fundo de investimento que seja gerido por uma Afiliada da Parte, desde que em ambos os casos tenha poderes discricionários de investimento.",added
